0.000000000000000000e+00 1.537676531315305424e-26 5.257199167788337652e-11 2.482179986730808392e+07 -3.527602533276164129e-11 -3.527602533276164129e-11
4.243867641460995523e+20 1.537669920702759323e-26 5.257176147727745662e-11 2.482179788956844807e+07 -7.055131508032517745e-11 -7.055131508032517745e-11
8.487735282921991045e+20 1.537650089274356350e-26 5.257107088901867349e-11 2.482179195604330674e+07 -1.411002945242325482e-10 -1.411002945242325482e-10
1.273160292438298591e+21 1.537617038257737347e-26 5.256991995378179201e-11 2.482178206581401080e+07 -2.116446029403930355e-10 -2.116446029403930355e-10
1.697547056584398209e+21 1.537570769698746628e-26 5.256830873935121958e-11 2.482176821734974906e+07 -2.821819054270737730e-10 -2.821819054270737730e-10
2.121933820730497827e+21 1.537511286461098506e-26 5.256623734061067294e-11 2.482175040850793570e+07 -3.527098678176188410e-10 -3.527098678176188410e-10
2.546320584876597182e+21 1.537438592225910078e-26 5.256370587952867010e-11 2.482172863653476536e+07 -4.232261569284581505e-10 -4.232261569284581505e-10
2.970707349022696800e+21 1.537352691491099126e-26 5.256071450513996409e-11 2.482170289806592464e+07 -4.937284408019428038e-10 -4.937284408019428038e-10
3.395094113168796418e+21 1.537253589570650870e-26 5.255726339352277605e-11 2.482167318912743405e+07 -5.642143889484080501e-10 -5.642143889484080501e-10
3.819480877314896036e+21 1.537141292593750412e-26 5.255335274777202819e-11 2.482163950513670594e+07 -6.346816725904425633e-10 -6.346816725904425633e-10
4.243867641460995654e+21 1.537015807503782298e-26 5.254898279796838920e-11 2.482160184090372175e+07 -7.051279649144795094e-10 -7.051279649144795094e-10
4.668254405607094747e+21 1.536877142057199797e-26 5.254415380114317067e-11 2.482156019063231722e+07 -7.755509413006370038e-10 -7.755509413006370038e-10
5.092641169753194365e+21 1.536725304822258433e-26 5.253886604123927521e-11 2.482151454792175815e+07 -8.459482795815070454e-10 -8.459482795815070454e-10
5.517027933899293983e+21 1.536560305177622950e-26 5.253311982906796330e-11 2.482146490576829761e+07 -9.163176602708986669e-10 -9.163176602708986669e-10
5.941414698045393601e+21 1.536382153310837397e-26 5.252691550226154888e-11 2.482141125656702742e+07 -9.866567668139526398e-10 -9.866567668139526398e-10
